Code,Name,Currency,Market cap (m),Price,Change,Change %,Timestamp
BT.A,BT GROUP PLC ORD 5P,GBX,"21,071.59",209.00,-2.40,-1.14%,2026-03-03T20:28:29.725Z
ENT,ENTAIN PLC ORD EUR0.01,GBX,"3,599.69",556.20,-6.60,-1.17%,2026-03-03T20:28:29.725Z
BNZL,BUNZL PLC ORD 32 1/7P,GBX,"7,281.79","2,216.00",-30.00,-1.34%,2026-03-03T20:28:29.725Z
GLEN,GLENCORE PLC ORD USD0.01,GBX,"62,713.74",526.30,-8.10,-1.52%,2026-03-03T20:28:29.725Z
PSH,PERSHING SQUARE HOLDINGS LTD ORD NPV,GBX,"7,407.72","4,150.00",-70.00,-1.66%,2026-03-03T20:28:29.725Z
WTB,WHITBREAD PLC ORD 76 122/153P,GBX,"4,262.31","2,498.00",-43.00,-1.69%,2026-03-03T20:28:29.725Z
VOD,VODAFONE GROUP PLC ORD USD0.20 20/21,GBX,"26,096.55",110.80,-1.95,-1.73%,2026-03-03T20:28:29.725Z
EXPN,EXPERIAN PLC ORD USD0.10,GBX,"24,820.12","2,675.00",-52.00,-1.91%,2026-03-03T20:28:29.725Z
NXT,NEXT PLC ORD 10P,GBX,"16,142.14","12,960.00",-275.00,-2.08%,2026-03-03T20:28:29.725Z
AUTO,AUTOTRADER GROUP PLC ORD 1P,GBX,"4,023.58",474.50,-10.10,-2.08%,2026-03-03T20:28:29.725Z
AZN,ASTRAZENECA PLC ORD SHS $0.25,GBX,"236,550.07","14,932.00",-320.00,-2.10%,2026-03-03T20:28:29.725Z
AAF,AIRTEL AFRICA PLC ORD USD0.50,GBX,"13,131.10",352.60,-7.60,-2.11%,2026-03-03T20:28:29.725Z
CNA,CENTRICA PLC ORD 6 14/81P,GBX,"9,057.76",192.25,-4.45,-2.26%,2026-03-03T20:28:29.725Z
RMV,RIGHTMOVE PLC ORD 0.1P,GBX,"3,389.44",434.10,-10.40,-2.34%,2026-03-03T20:28:29.725Z
NWG,NATWEST GROUP PLC ORD 107.69P,GBX,"47,934.46",586.20,-14.80,-2.46%,2026-03-03T20:28:29.725Z
LMP,LONDONMETRIC PROPERTY PLC ORD 10P,GBX,"4,984.21",207.20,-5.40,-2.54%,2026-03-03T20:28:29.725Z
LSEG,LONDON STOCK EXCHANGE GROUP PLC ORD SHS 6 79/86P,GBX,"44,347.98","8,552.00",-224.00,-2.55%,2026-03-03T20:28:29.725Z
MKS,MARKS & SPENCER GROUP PLC ORD 1P,GBX,"7,858.55",372.20,-9.80,-2.57%,2026-03-03T20:28:29.725Z
MNDI,MONDI PLC ORD EUR 0.22,GBX,"3,756.42",828.40,-22.60,-2.66%,2026-03-03T20:28:29.725Z
GSK,GSK PLC ORD 31 1/4P,GBX,"88,772.55","2,122.00",-58.00,-2.66%,2026-03-03T20:28:29.725Z
SMIN,SMITHS GROUP PLC ORD 37.5P,GBX,"8,477.48","2,632.00",-72.00,-2.66%,2026-03-03T20:28:29.725Z
FCIT,F&C INVESTMENT TRUST PLC ORD 25P,GBX,"6,030.41","1,239.00",-34.00,-2.67%,2026-03-03T20:28:29.725Z
DGE,DIAGEO PLC ORD 28 101/108P,GBX,"35,823.40","1,565.00",-44.00,-2.73%,2026-03-03T20:28:29.725Z
HLN,HALEON PLC ORD GBP0.01,GBX,"35,618.28",388.90,-11.00,-2.75%,2026-03-03T20:28:29.725Z
INF,INFORMA PLC ORD 0.1P,GBX,"10,263.29",779.00,-22.20,-2.77%,2026-03-03T20:28:29.725Z
ALW,ALLIANCE WITAN PLC ORD 2.5P,GBX,"4,854.80","1,242.00",-36.00,-2.82%,2026-03-03T20:28:29.725Z
SSE,SSE PLC ORD 50P,GBX,"32,643.68","2,617.00",-76.00,-2.82%,2026-03-03T20:28:29.725Z
LLOY,LLOYDS BANKING GROUP PLC ORD 10P,GBX,"58,975.19",96.94,-2.98,-2.98%,2026-03-03T20:28:29.725Z
IMB,IMPERIAL BRANDS PLC ORD 10P,GBX,"25,985.57","3,197.00",-99.00,-3.00%,2026-03-03T20:28:29.725Z
SMT,SCOTTISH MORTGAGE INV TST PLC ORD 5P,GBX,"13,063.50","1,172.50",-36.50,-3.02%,2026-03-03T20:28:29.725Z
WEIR,WEIR GROUP PLC ORD 12.5P,GBX,"9,107.19","3,402.00",-106.00,-3.02%,2026-03-03T20:28:29.725Z
ADM,ADMIRAL GROUP PLC ORD 0.1P,GBX,"9,103.37","2,882.00",-90.00,-3.03%,2026-03-03T20:28:29.725Z
MRO,MELROSE INDUSTRIES PLC ORD GBP0.001,GBX,"6,996.91",541.80,-17.40,-3.11%,2026-03-03T20:28:29.725Z
STAN,STANDARD CHARTERED PLC ORD USD0.50,GBX,"39,067.55","1,681.00",-54.00,-3.11%,2026-03-03T20:28:29.725Z
BRBY,BURBERRY GROUP PLC ORD 0.05P,GBX,"4,001.62","1,073.50",-35.00,-3.16%,2026-03-03T20:28:29.725Z
SVT,SEVERN TRENT PLC ORD 97 17/19P,GBX,"9,854.61","3,169.00",-104.00,-3.18%,2026-03-03T20:28:29.725Z
CCEP,COCA-COLA EUROPACIFIC PARTNERS PLC ORD EUR0.01 (DI),GBX,"36,511.10","7,870.00",-260.00,-3.20%,2026-03-03T20:28:29.725Z
CCH,COCA-COLA HBC AG ORD CHF6.70 (CDI),GBX,"17,260.25","4,596.00",-152.00,-3.20%,2026-03-03T20:28:29.725Z
RIO,RIO TINTO PLC ORD 10P,GBX,"92,028.32","7,100.00",-236.00,-3.22%,2026-03-03T20:28:29.725Z
IMI,IMI PLC ORD 28 4/7P,GBX,"7,005.15","2,744.00",-92.00,-3.24%,2026-03-03T20:28:29.725Z
ICG,ICG PLC ORD 26 1/4P,GBX,"4,769.16","1,588.00",-54.00,-3.29%,2026-03-03T20:28:29.725Z
UU.,UNITED UTILITIES GROUP PLC ORD 5P,GBX,"9,485.07","1,345.00",-46.00,-3.31%,2026-03-03T20:28:29.725Z
BATS,BRITISH AMERICAN TOBACCO PLC ORD 25P,GBX,"100,429.29","4,464.00",-154.00,-3.33%,2026-03-03T20:28:29.725Z
PRU,PRUDENTIAL PLC ORD 5P,GBX,"28,306.36","1,079.00",-37.50,-3.36%,2026-03-03T20:28:29.725Z
HSX,HISCOX LD ORD 6.5P (DI),GBX,"4,990.84","1,485.00",-52.00,-3.38%,2026-03-03T20:28:29.725Z
BARC,BARCLAYS PLC ORD 25P,GBX,"60,329.22",422.55,-14.80,-3.38%,2026-03-03T20:28:29.725Z
GAW,GAMES WORKSHOP GROUP PLC ORD 5P,GBX,"5,838.81","17,060.00",-610.00,-3.45%,2026-03-03T20:28:29.725Z
III,3I GROUP PLC ORD 73 19/22P,GBX,"33,128.60","3,120.00",-113.00,-3.50%,2026-03-03T20:28:29.725Z
CTEC,CONVATEC GROUP PLC ORD 10P,GBX,"4,812.85",237.40,-8.80,-3.57%,2026-03-03T20:28:29.725Z
BKG,BERKELEY GROUP HOLDINGS (THE) PLC ORD 5.6110477936P,GBX,"4,039.70","4,120.00",-154.00,-3.60%,2026-03-03T20:28:29.725Z
ULVR,UNILEVER PLC ORD 3.5P,GBX,"116,143.57","5,134.00",-192.00,-3.60%,2026-03-03T20:28:29.725Z
RKT,RECKITT BENCKISER GROUP PLC ORD 10 5/12P,GBX,"41,006.32","6,130.00",-230.00,-3.62%,2026-03-03T20:28:29.725Z
DPLM,DIPLOMA PLC ORD 5P,GBX,"7,515.06","5,390.00",-205.00,-3.66%,2026-03-03T20:28:29.725Z
SPX,SPIRAX GROUP PLC ORD 26 12/13P,GBX,"5,739.78","7,490.00",-290.00,-3.73%,2026-03-03T20:28:29.725Z
PCT,POLAR CAPITAL TECHNOLOGY TRUST PLC ORD 2.5P,GBX,"5,680.97",490.00,-19.00,-3.73%,2026-03-03T20:28:29.725Z
MNG,M&G PLC ORD £0.05,GBX,"7,574.86",302.60,-11.80,-3.75%,2026-03-03T20:28:29.725Z
RR.,ROLLS-ROYCE HOLDINGS PLC ORD SHS 20P,GBX,"114,088.31","1,303.00",-51.00,-3.77%,2026-03-03T20:28:29.725Z
SGRO,SEGRO PLC ORD 10P,GBX,"11,196.11",796.00,-31.20,-3.77%,2026-03-03T20:28:29.725Z
CRDA,CRODA INTERNATIONAL PLC ORD 10.609756P,GBX,"4,168.12","2,872.00",-113.00,-3.79%,2026-03-03T20:28:29.725Z
AAL,ANGLO AMERICAN PLC ORD USD0.623855311355311,GBX,"42,292.00","3,452.00",-138.00,-3.84%,2026-03-03T20:28:29.725Z
STJ,ST.JAMES'S PLACE PLC ORD 15P,GBX,"6,953.32","1,268.00",-51.00,-3.87%,2026-03-03T20:28:29.725Z
NG.,NATIONAL GRID PLC ORD 12 204/473P,GBX,"69,598.08","1,345.50",-54.50,-3.89%,2026-03-03T20:28:29.725Z
HLMA,HALMA PLC ORD 10P,GBX,"15,648.98","3,960.00",-162.00,-3.93%,2026-03-03T20:28:29.725Z
LAND,LAND SECURITIES GROUP PLC ORD 10 2/3P,GBX,"4,768.20",614.00,-26.00,-4.06%,2026-03-03T20:28:29.725Z
EZJ,EASYJET PLC ORD 27 2/7P,GBX,"3,411.05",431.50,-18.50,-4.11%,2026-03-03T20:28:29.725Z
BBOX,TRITAX BIG BOX REIT PLC ORD 1P,GBX,"4,653.05",165.10,-7.10,-4.12%,2026-03-03T20:28:29.725Z
BTRW,BARRATT REDROW PLC ORD 10P,GBX,"5,033.28",339.50,-14.70,-4.15%,2026-03-03T20:28:29.725Z
LGEN,LEGAL & GENERAL GROUP PLC ORD 2 1/2P,GBX,"15,207.11",255.80,-11.10,-4.16%,2026-03-03T20:28:29.725Z
SDLF,STANDARD LIFE PLC ORD 10P,GBX,"7,486.73",713.00,-31.00,-4.17%,2026-03-03T20:28:29.725Z
AV.,AVIVA PLC ORD 32 17/19P,GBX,"20,823.19",651.60,-29.40,-4.32%,2026-03-03T20:28:29.725Z
JD.,JD SPORTS FASHION PLC ORD 0.05P,GBX,"3,843.54",74.42,-3.46,-4.44%,2026-03-03T20:28:29.725Z
HWDN,HOWDEN JOINERY GROUP PLC ORD 10P,GBX,"5,126.25",907.00,-44.00,-4.63%,2026-03-03T20:28:29.725Z
BLND,BRITISH LAND CO PLC ORD 25P,GBX,"4,011.57",382.40,-18.80,-4.69%,2026-03-03T20:28:29.725Z
KGF,KINGFISHER PLC ORD 15 5/7P,GBX,"6,128.99",344.10,-17.70,-4.89%,2026-03-03T20:28:29.725Z
HSBA,HSBC HLDGS PLC ORD $0.50 (UK REG),GBX,"228,774.19","1,262.80",-69.20,-5.20%,2026-03-03T20:28:29.725Z
RTO,RENTOKIL INITIAL PLC ORD 1P,GBX,"11,392.44",427.00,-24.00,-5.32%,2026-03-03T20:28:29.725Z
MTLN,METLEN ENERGY & METALS PLC ORD EUR1.00,EUR,"4,435.03",33.60,-1.90,-5.35%,2026-03-03T20:28:29.725Z
FRES,FRESNILLO PLC ORD USD0.50,GBX,"30,360.02","3,896.00",-224.00,-5.44%,2026-03-03T20:28:29.725Z
IAG,INTL CONSOLIDATED AIRLINES GROUP SA ORD EUR0.10 (CDI),GBX,"18,283.34",378.70,-21.80,-5.44%,2026-03-03T20:28:29.725Z
ANTO,ANTOFAGASTA PLC ORD 5P,GBX,"40,991.92","3,915.00",-243.00,-5.84%,2026-03-03T20:28:29.725Z
PSN,PERSIMMON PLC ORD 10P,GBX,"4,686.01","1,374.00",-87.00,-5.95%,2026-03-03T20:28:29.725Z
EDV,ENDEAVOUR MINING PLC ORD USD0.01,GBX,"12,507.05","4,866.00",-319.00,-6.15%,2026-03-03T20:28:29.725Z
DCC,DCC PLC ORD EUR0.25 (CDI),GBX,"4,412.10","4,840.00",-325.00,-6.29%,2026-03-03T20:28:29.725Z
ITRK,INTERTEK GROUP PLC ORD 1P,GBX,"7,299.45","3,882.00",-860.00,-18.14%,2026-03-03T20:28:29.725Z
