Code,Name,Currency,Market cap (m),Price,Change,Change %,Timestamp
SGE,THE SAGE GROUP PLC ORD 1 4/77P,GBX,"7,816.10",834.20,0.80,0.10%,2026-03-05T22:00:34.360Z
CNA,CENTRICA PLC ORD 6 14/81P,GBX,"8,890.03",193.15,0.10,0.05%,2026-03-05T22:00:34.360Z
SVT,SEVERN TRENT PLC ORD 97 17/19P,GBX,"9,616.76","3,194.00",-,-,2026-03-05T22:00:34.360Z
SDR,SCHRODERS PLC ORD 20P,GBX,"9,430.71",585.50,-,-,2026-03-05T22:00:34.360Z
BEZ,BEAZLEY PLC ORD 5P,GBX,"7,727.68","1,288.00",-1.00,-0.08%,2026-03-05T22:00:34.360Z
PSON,PEARSON PLC ORD 25P,GBX,"6,156.35",976.60,-1.00,-0.10%,2026-03-05T22:00:34.360Z
MKS,MARKS & SPENCER GROUP PLC ORD 1P,GBX,"7,814.69",378.10,-0.40,-0.11%,2026-03-05T22:00:34.360Z
SBRY,SAINSBURY(J) PLC ORD 28 4/7P,GBX,"7,882.17",347.80,-0.40,-0.11%,2026-03-05T22:00:34.360Z
ALW,ALLIANCE WITAN PLC ORD 2.5P,GBX,"4,788.97","1,260.00",-2.00,-0.16%,2026-03-05T22:00:34.360Z
CRDA,CRODA INTERNATIONAL PLC ORD 10.609756P,GBX,"3,975.42","2,839.00",-8.00,-0.28%,2026-03-05T22:00:34.360Z
GAW,GAMES WORKSHOP GROUP PLC ORD 5P,GBX,"5,729.81","17,270.00",-70.00,-0.40%,2026-03-05T22:00:34.360Z
CCH,COCA-COLA HBC AG ORD CHF6.70 (CDI),GBX,"16,598.64","4,542.00",-24.00,-0.53%,2026-03-05T22:00:34.360Z
SSE,SSE PLC ORD 50P,GBX,"32,158.81","2,639.00",-14.00,-0.53%,2026-03-05T22:00:34.360Z
DPLM,DIPLOMA PLC ORD 5P,GBX,"7,239.71","5,360.00",-30.00,-0.56%,2026-03-05T22:00:34.360Z
ICG,ICG PLC ORD 26 1/4P,GBX,"4,764.43","1,632.00",-10.00,-0.61%,2026-03-05T22:00:34.360Z
NXT,NEXT PLC ORD 10P,GBX,"16,264.11","13,245.00",-90.00,-0.67%,2026-03-05T22:00:34.360Z
SDLF,STANDARD LIFE PLC ORD 10P,GBX,"7,361.38",726.00,-5.50,-0.75%,2026-03-05T22:00:34.360Z
INF,INFORMA PLC ORD 0.1P,GBX,"10,400.85",805.40,-6.20,-0.76%,2026-03-05T22:00:34.360Z
PRU,PRUDENTIAL PLC ORD 5P,GBX,"27,852.45","1,090.50",-8.50,-0.77%,2026-03-05T22:00:34.360Z
LGEN,LEGAL & GENERAL GROUP PLC ORD 2 1/2P,GBX,"14,814.10",257.90,-2.10,-0.81%,2026-03-05T22:00:34.360Z
HSX,HISCOX LD ORD 6.5P (DI),GBX,"4,812.77","1,470.00",-12.00,-0.81%,2026-03-05T22:00:34.360Z
BLND,BRITISH LAND CO PLC ORD 25P,GBX,"3,889.59",385.80,-3.20,-0.82%,2026-03-05T22:00:34.360Z
AAF,AIRTEL AFRICA PLC ORD USD0.50,GBX,"13,123.31",357.00,-3.00,-0.83%,2026-03-05T22:00:34.360Z
PCT,POLAR CAPITAL TECHNOLOGY TRUST PLC ORD 2.5P,GBX,"5,614.00",498.50,-4.50,-0.89%,2026-03-05T22:00:34.360Z
HSBA,HSBC HLDGS PLC ORD $0.50 (UK REG),GBX,"221,801.05","1,278.80",-12.60,-0.98%,2026-03-05T22:00:34.360Z
CCEP,COCA-COLA EUROPACIFIC PARTNERS PLC ORD EUR0.01 (DI),GBX,"34,849.47","7,680.00",-80.00,-1.03%,2026-03-05T22:00:34.360Z
KGF,KINGFISHER PLC ORD 15 5/7P,GBX,"5,869.31",343.40,-3.60,-1.04%,2026-03-05T22:00:34.360Z
LAND,LAND SECURITIES GROUP PLC ORD 10 2/3P,GBX,"4,671.39",620.00,-7.00,-1.12%,2026-03-05T22:00:34.360Z
ULVR,UNILEVER PLC ORD 3.5P,GBX,"111,760.14","5,056.00",-59.00,-1.15%,2026-03-05T22:00:34.360Z
SMT,SCOTTISH MORTGAGE INV TST PLC ORD 5P,GBX,"12,952.45","1,182.50",-16.50,-1.38%,2026-03-05T22:00:34.360Z
LLOY,LLOYDS BANKING GROUP PLC ORD 10P,GBX,"57,941.71",96.90,-1.38,-1.40%,2026-03-05T22:00:34.360Z
HLN,HALEON PLC ORD GBP0.01,GBX,"34,457.63",381.20,-5.60,-1.45%,2026-03-05T22:00:34.360Z
TSCO,TESCO PLC ORD 6 1/3P,GBX,"30,406.24",469.30,-6.90,-1.45%,2026-03-05T22:00:34.360Z
NWG,NATWEST GROUP PLC ORD 107.69P,GBX,"47,428.38",586.00,-8.80,-1.48%,2026-03-05T22:00:34.360Z
VOD,VODAFONE GROUP PLC ORD USD0.20 20/21,GBX,"25,791.63",109.80,-1.70,-1.52%,2026-03-05T22:00:34.360Z
MNG,M&G PLC ORD £0.05,GBX,"7,452.73",304.50,-4.80,-1.55%,2026-03-05T22:00:34.360Z
PSH,PERSHING SQUARE HOLDINGS LTD ORD NPV,GBX,"7,366.76","4,132.00",-66.00,-1.57%,2026-03-05T22:00:34.360Z
FCIT,F&C INVESTMENT TRUST PLC ORD 25P,GBX,"5,967.57","1,240.00",-20.00,-1.59%,2026-03-05T22:00:34.360Z
HLMA,HALMA PLC ORD 10P,GBX,"15,269.34","3,956.00",-66.00,-1.64%,2026-03-05T22:00:34.360Z
IMI,IMI PLC ORD 28 4/7P,GBX,"6,911.32","2,752.00",-46.00,-1.64%,2026-03-05T22:00:34.360Z
IHG,INTERCONTINENTAL HOTELS GROUP PLC ORD 20 340/399P,USD,"15,102.64",131.65,-2.25,-1.68%,2026-03-05T22:00:34.360Z
SPX,SPIRAX GROUP PLC ORD 26 12/13P,GBX,"5,566.40","7,410.00",-135.00,-1.79%,2026-03-05T22:00:34.360Z
GSK,GSK PLC ORD 31 1/4P,GBX,"86,101.76","2,076.00",-39.00,-1.84%,2026-03-05T22:00:34.360Z
SMIN,SMITHS GROUP PLC ORD 37.5P,GBX,"8,374.97","2,624.00",-50.00,-1.87%,2026-03-05T22:00:34.360Z
LMP,LONDONMETRIC PROPERTY PLC ORD 10P,GBX,"4,927.94",206.20,-4.00,-1.90%,2026-03-05T22:00:34.360Z
STJ,ST.JAMES'S PLACE PLC ORD 15P,GBX,"7,013.76","1,306.00",-25.50,-1.92%,2026-03-05T22:00:34.360Z
STAN,STANDARD CHARTERED PLC ORD USD0.50,GBX,"38,592.08","1,680.50",-34.00,-1.98%,2026-03-05T22:00:34.360Z
ABF,ASSOCIATED BRITISH FOODS PLC ORD 5 15/22P,GBX,"13,660.98","1,887.00",-39.50,-2.05%,2026-03-05T22:00:34.360Z
BTRW,BARRATT REDROW PLC ORD 10P,GBX,"4,675.61",322.30,-6.80,-2.07%,2026-03-05T22:00:34.360Z
HWDN,HOWDEN JOINERY GROUP PLC ORD 10P,GBX,"4,808.21",873.50,-18.50,-2.07%,2026-03-05T22:00:34.360Z
AZN,ASTRAZENECA PLC ORD SHS $0.25,GBX,"234,009.86","14,774.00",-314.00,-2.08%,2026-03-05T22:00:34.360Z
SN.,SMITH & NEPHEW PLC ORD USD0.20,GBX,"11,354.52","1,306.00",-30.00,-2.25%,2026-03-05T22:00:34.360Z
BKG,BERKELEY GROUP HOLDINGS (THE) PLC ORD 5.6110477936P,GBX,"3,890.84","4,020.00",-100.00,-2.43%,2026-03-05T22:00:34.360Z
GLEN,GLENCORE PLC ORD USD0.01,GBX,"62,009.62",515.30,-13.10,-2.48%,2026-03-05T22:00:34.360Z
PSN,PERSIMMON PLC ORD 10P,GBX,"4,342.92","1,320.00",-34.00,-2.51%,2026-03-05T22:00:34.360Z
IMB,IMPERIAL BRANDS PLC ORD 10P,GBX,"25,759.04","3,176.00",-94.00,-2.87%,2026-03-05T22:00:34.360Z
MRO,MELROSE INDUSTRIES PLC ORD GBP0.001,GBX,"6,967.38",540.40,-16.60,-2.98%,2026-03-05T22:00:34.360Z
BATS,BRITISH AMERICAN TOBACCO PLC ORD 25P,GBX,"98,441.79","4,388.00",-139.00,-3.07%,2026-03-05T22:00:34.360Z
HIK,HIKMA PHARMACEUTICALS PLC ORD SHS 10P,GBX,"2,761.59","1,210.00",-39.00,-3.12%,2026-03-05T22:00:34.360Z
BARC,BARCLAYS PLC ORD 25P,GBX,"59,398.11",417.00,-13.60,-3.16%,2026-03-05T22:00:34.360Z
AV.,AVIVA PLC ORD 32 17/19P,GBX,"20,407.34",645.60,-21.80,-3.27%,2026-03-05T22:00:34.360Z
BBOX,TRITAX BIG BOX REIT PLC ORD 1P,GBX,"4,544.97",162.70,-5.50,-3.27%,2026-03-05T22:00:34.360Z
BAB,BABCOCK INTERNATIONAL GROUP PLC ORD 60P,GBX,"6,990.61","1,354.00",-46.00,-3.29%,2026-03-05T22:00:34.360Z
SGRO,SEGRO PLC ORD 10P,GBX,"10,895.64",777.00,-28.00,-3.48%,2026-03-05T22:00:34.360Z
IAG,INTL CONSOLIDATED AIRLINES GROUP SA ORD EUR0.10 (CDI),GBX,"17,630.86",372.20,-14.00,-3.63%,2026-03-05T22:00:34.360Z
AAL,ANGLO AMERICAN PLC ORD USD0.623855311355311,GBX,"41,443.81","3,379.00",-139.00,-3.95%,2026-03-05T22:00:34.360Z
ANTO,ANTOFAGASTA PLC ORD 5P,GBX,"39,877.90","3,857.00",-188.00,-4.65%,2026-03-05T22:00:34.360Z
EZJ,EASYJET PLC ORD 27 2/7P,GBX,"3,287.49",412.00,-21.70,-5.00%,2026-03-05T22:00:34.360Z
BA.,BAE SYSTEMS PLC ORD 2.5P,GBX,"68,038.10","2,150.00",-119.00,-5.24%,2026-03-05T22:00:34.360Z
MTLN,METLEN ENERGY & METALS PLC ORD EUR1.00,EUR,"4,496.37",34.20,-1.90,-5.26%,2026-03-05T22:00:34.360Z
RR.,ROLLS-ROYCE HOLDINGS PLC ORD SHS 20P,GBX,"114,809.29","1,290.00",-73.00,-5.36%,2026-03-05T22:00:34.360Z
RIO,RIO TINTO PLC ORD 10P,GBX,"90,231.33","6,787.00",-403.00,-5.61%,2026-03-05T22:00:34.360Z
RKT,RECKITT BENCKISER GROUP PLC ORD 10 5/12P,GBX,"39,020.21","5,700.00",-350.00,-5.79%,2026-03-05T22:00:34.360Z
EDV,ENDEAVOUR MINING PLC ORD USD0.01,GBX,"11,694.15","4,566.00",-282.00,-5.82%,2026-03-05T22:00:34.360Z
FRES,FRESNILLO PLC ORD USD0.50,GBX,"28,385.14","3,572.00",-280.00,-7.27%,2026-03-05T22:00:34.360Z
III,3I GROUP PLC ORD 73 19/22P,GBX,"32,657.23","2,929.00",-258.00,-8.10%,2026-03-05T22:00:34.360Z
