Code,Name,Currency,Market cap (m),Price,Change,Change %,Timestamp
BKG,BERKELEY GROUP HOLDINGS (THE) PLC ORD 5.6110477936P,GBX,"3,678.07","3,876.00",-22.00,-0.56%,2026-03-09T21:18:37.237Z
IMB,IMPERIAL BRANDS PLC ORD 10P,GBX,"24,882.26","3,143.00",-19.00,-0.60%,2026-03-09T21:18:37.237Z
HSX,HISCOX LD ORD 6.5P (DI),GBX,"4,742.74","1,452.00",-9.00,-0.62%,2026-03-09T21:18:37.237Z
ULVR,UNILEVER PLC ORD 3.5P,GBX,"107,827.23","4,903.50",-31.50,-0.64%,2026-03-09T21:18:37.237Z
STAN,STANDARD CHARTERED PLC ORD USD0.50,GBX,"36,886.06","1,628.50",-11.50,-0.70%,2026-03-09T21:18:37.237Z
PCT,POLAR CAPITAL TECHNOLOGY TRUST PLC ORD 2.5P,GBX,"5,446.58",484.50,-3.50,-0.72%,2026-03-09T21:18:37.237Z
ALW,ALLIANCE WITAN PLC ORD 2.5P,GBX,"4,691.71","1,228.00",-10.00,-0.81%,2026-03-09T21:18:37.237Z
HLN,HALEON PLC ORD GBP0.01,GBX,"33,584.61",373.90,-3.10,-0.82%,2026-03-09T21:18:37.237Z
SMIN,SMITHS GROUP PLC ORD 37.5P,GBX,"8,116.63","2,564.00",-30.00,-1.16%,2026-03-09T21:18:37.237Z
SBRY,SAINSBURY(J) PLC ORD 28 4/7P,GBX,"7,710.13",336.40,-4.20,-1.23%,2026-03-09T21:18:37.237Z
ABF,ASSOCIATED BRITISH FOODS PLC ORD 5 15/22P,GBX,"13,253.80","1,846.00",-23.50,-1.26%,2026-03-09T21:18:37.237Z
BT.A,BT GROUP PLC ORD 5P,GBX,"20,573.21",203.80,-2.60,-1.26%,2026-03-09T21:18:37.237Z
VOD,VODAFONE GROUP PLC ORD USD0.20 20/21,GBX,"25,045.04",106.85,-1.45,-1.34%,2026-03-09T21:18:37.237Z
DCC,DCC PLC ORD EUR0.25 (CDI),GBX,"4,061.01","4,690.00",-64.00,-1.35%,2026-03-09T21:18:37.237Z
SMT,SCOTTISH MORTGAGE INV TST PLC ORD 5P,GBX,"12,541.95","1,144.50",-16.50,-1.42%,2026-03-09T21:18:37.237Z
AAF,AIRTEL AFRICA PLC ORD USD0.50,GBX,"12,474.12",337.20,-5.00,-1.46%,2026-03-09T21:18:37.237Z
LSEG,LONDON STOCK EXCHANGE GROUP PLC ORD SHS 6 79/86P,GBX,"44,269.94","8,662.00",-130.00,-1.48%,2026-03-09T21:18:37.237Z
HIK,HIKMA PHARMACEUTICALS PLC ORD SHS 10P,GBX,"2,670.18","1,191.00",-18.00,-1.49%,2026-03-09T21:18:37.237Z
IAG,INTL CONSOLIDATED AIRLINES GROUP SA ORD EUR0.10 (CDI),GBX,"16,585.43",357.60,-5.70,-1.57%,2026-03-09T21:18:37.237Z
ENT,ENTAIN PLC ORD EUR0.01,GBX,"3,736.57",575.00,-9.20,-1.57%,2026-03-09T21:18:37.237Z
SVT,SEVERN TRENT PLC ORD 97 17/19P,GBX,"9,412.02","3,076.00",-50.00,-1.60%,2026-03-09T21:18:37.237Z
SPX,SPIRAX GROUP PLC ORD 26 12/13P,GBX,"5,289.74","7,055.00",-115.00,-1.60%,2026-03-09T21:18:37.237Z
HLMA,HALMA PLC ORD 10P,GBX,"14,661.90","3,800.00",-62.00,-1.61%,2026-03-09T21:18:37.237Z
BARC,BARCLAYS PLC ORD 25P,GBX,"55,749.52",397.40,-6.75,-1.67%,2026-03-09T21:18:37.237Z
RIO,RIO TINTO PLC ORD 10P,GBX,"84,696.97","6,635.00",-114.00,-1.69%,2026-03-09T21:18:37.237Z
LGEN,LEGAL & GENERAL GROUP PLC ORD 2 1/2P,GBX,"14,495.03",249.90,-4.50,-1.77%,2026-03-09T21:18:37.237Z
CRDA,CRODA INTERNATIONAL PLC ORD 10.609756P,GBX,"3,863.71","2,718.00",-49.00,-1.77%,2026-03-09T21:18:37.237Z
GAW,GAMES WORKSHOP GROUP PLC ORD 5P,GBX,"5,670.33","16,850.00",-310.00,-1.81%,2026-03-09T21:18:37.237Z
ICG,ICG PLC ORD 26 1/4P,GBX,"4,594.39","1,556.00",-29.00,-1.83%,2026-03-09T21:18:37.237Z
RTO,RENTOKIL INITIAL PLC ORD 1P,GBX,"11,811.76",458.90,-8.70,-1.86%,2026-03-09T21:18:37.237Z
UU.,UNITED UTILITIES GROUP PLC ORD 5P,GBX,"9,123.67","1,312.50",-25.50,-1.91%,2026-03-09T21:18:37.237Z
RKT,RECKITT BENCKISER GROUP PLC ORD 10 5/12P,GBX,"35,988.88","5,472.00",-108.00,-1.94%,2026-03-09T21:18:37.237Z
NXT,NEXT PLC ORD 10P,GBX,"15,886.01","12,765.00",-260.00,-2.00%,2026-03-09T21:18:37.237Z
IHG,INTERCONTINENTAL HOTELS GROUP PLC ORD 20 340/399P,USD,"14,782.92",128.40,-2.65,-2.02%,2026-03-09T21:18:37.237Z
ANTO,ANTOFAGASTA PLC ORD 5P,GBX,"36,851.32","3,662.00",-76.00,-2.03%,2026-03-09T21:18:37.237Z
RR.,ROLLS-ROYCE HOLDINGS PLC ORD SHS 20P,GBX,"106,545.40","1,238.50",-26.50,-2.09%,2026-03-09T21:18:37.237Z
STJ,ST.JAMES'S PLACE PLC ORD 15P,GBX,"6,886.59","1,280.50",-28.00,-2.14%,2026-03-09T21:18:37.237Z
MNG,M&G PLC ORD £0.05,GBX,"7,312.98",297.00,-6.50,-2.14%,2026-03-09T21:18:37.237Z
CTEC,CONVATEC GROUP PLC ORD 10P,GBX,"4,765.93",238.40,-5.40,-2.21%,2026-03-09T21:18:37.237Z
HWDN,HOWDEN JOINERY GROUP PLC ORD 10P,GBX,"4,657.28",844.00,-20.00,-2.31%,2026-03-09T21:18:37.237Z
WTB,WHITBREAD PLC ORD 76 122/153P,GBX,"4,188.51","2,439.00",-58.00,-2.32%,2026-03-09T21:18:37.237Z
AUTO,AUTOTRADER GROUP PLC ORD 1P,GBX,"4,097.91",483.20,-11.60,-2.34%,2026-03-09T21:18:37.237Z
MRO,MELROSE INDUSTRIES PLC ORD GBP0.001,GBX,"6,727.70",524.80,-13.20,-2.45%,2026-03-09T21:18:37.237Z
SN.,SMITH & NEPHEW PLC ORD USD0.20,GBX,"10,916.83","1,252.00",-32.50,-2.53%,2026-03-09T21:18:37.237Z
AV.,AVIVA PLC ORD 32 17/19P,GBX,"19,214.82",612.20,-16.20,-2.58%,2026-03-09T21:18:37.237Z
INF,INFORMA PLC ORD 0.1P,GBX,"10,208.62",775.60,-21.00,-2.64%,2026-03-09T21:18:37.237Z
WEIR,WEIR GROUP PLC ORD 12.5P,GBX,"7,809.13","2,928.00",-80.00,-2.66%,2026-03-09T21:18:37.237Z
RMV,RIGHTMOVE PLC ORD 0.1P,GBX,"3,549.50",453.40,-12.60,-2.70%,2026-03-09T21:18:37.237Z
III,3I GROUP PLC ORD 73 19/22P,GBX,"30,884.50","2,927.00",-87.00,-2.89%,2026-03-09T21:18:37.237Z
MKS,MARKS & SPENCER GROUP PLC ORD 1P,GBX,"7,515.32",353.30,-10.70,-2.94%,2026-03-09T21:18:37.237Z
SDLF,STANDARD LIFE PLC ORD 10P,GBX,"7,160.12",690.50,-21.00,-2.95%,2026-03-09T21:18:37.237Z
LMP,LONDONMETRIC PROPERTY PLC ORD 10P,GBX,"4,754.46",196.60,-6.20,-3.06%,2026-03-09T21:18:37.237Z
DPLM,DIPLOMA PLC ORD 5P,GBX,"7,091.96","5,115.00",-165.00,-3.13%,2026-03-09T21:18:37.237Z
IMI,IMI PLC ORD 28 4/7P,GBX,"6,950.84","2,726.00",-88.00,-3.13%,2026-03-09T21:18:37.237Z
AAL,ANGLO AMERICAN PLC ORD USD0.623855311355311,GBX,"38,062.80","3,127.00",-104.00,-3.22%,2026-03-09T21:18:37.237Z
EZJ,EASYJET PLC ORD 27 2/7P,GBX,"3,099.50",395.50,-13.40,-3.28%,2026-03-09T21:18:37.237Z
BBOX,TRITAX BIG BOX REIT PLC ORD 1P,GBX,"4,336.91",155.20,-5.30,-3.30%,2026-03-09T21:18:37.237Z
BRBY,BURBERRY GROUP PLC ORD 0.05P,GBX,"3,961.92","1,061.00",-36.50,-3.33%,2026-03-09T21:18:37.237Z
KGF,KINGFISHER PLC ORD 15 5/7P,GBX,"5,504.13",314.70,-11.00,-3.38%,2026-03-09T21:18:37.237Z
LAND,LAND SECURITIES GROUP PLC ORD 10 2/3P,GBX,"4,533.56",587.50,-21.00,-3.45%,2026-03-09T21:18:37.237Z
BTRW,BARRATT REDROW PLC ORD 10P,GBX,"4,460.14",302.50,-11.50,-3.66%,2026-03-09T21:18:37.237Z
MNDI,MONDI PLC ORD EUR 0.22,GBX,"3,743.18",816.00,-32.00,-3.77%,2026-03-09T21:18:37.237Z
JD.,JD SPORTS FASHION PLC ORD 0.05P,GBX,"3,765.22",73.54,-2.90,-3.79%,2026-03-09T21:18:37.237Z
BLND,BRITISH LAND CO PLC ORD 25P,GBX,"3,803.60",365.40,-15.00,-3.94%,2026-03-09T21:18:37.237Z
SGRO,SEGRO PLC ORD 10P,GBX,"10,256.79",724.80,-33.00,-4.35%,2026-03-09T21:18:37.237Z
ITRK,INTERTEK GROUP PLC ORD 1P,GBX,"6,209.61","3,844.00",-190.00,-4.71%,2026-03-09T21:18:37.237Z
PSN,PERSIMMON PLC ORD 10P,GBX,"4,152.08","1,223.50",-71.00,-5.48%,2026-03-09T21:18:37.237Z
