Symbol,Company,Weight,Price,Chg,% Chg,Timestamp
CMI,Cummins,0.12%,549.32,10.09,1.87%,2026-03-09T21:30:33.278Z
MSI,Motorola Solutions,0.12%,457.96,-2.80,-0.61%,2026-03-09T21:30:33.278Z
CSX,CSX Corporation,0.12%,40.40,0.45,1.11%,2026-03-09T21:30:33.278Z
CL,Colgate-Palmolive,0.12%,92.88,-0.68,-0.73%,2026-03-09T21:30:33.278Z
MDLZ,Mondelez International,0.12%,57.99,-0.41,-0.70%,2026-03-09T21:30:33.278Z
MNST,Monster Beverage,0.12%,75.84,0.23,0.31%,2026-03-09T21:30:33.278Z
KMI,Kinder Morgan,0.12%,33.29,-0.29,-0.86%,2026-03-09T21:30:33.278Z
TDG,TransDigm Group,0.12%,1291.52,-3.01,-0.23%,2026-03-09T21:30:33.278Z
HOOD,"Robinhood Markets, Inc.",0.12%,79.58,2.49,3.24%,2026-03-09T21:30:33.278Z
AON,Aon,0.12%,332.81,-7.79,-2.29%,2026-03-09T21:30:33.278Z
AEP,American Electric Power,0.12%,131.66,-0.21,-0.16%,2026-03-09T21:30:33.278Z
RSG,Republic Services,0.12%,230.19,-0.87,-0.37%,2026-03-09T21:30:33.278Z
CI,Cigna,0.12%,269.14,-2.49,-0.92%,2026-03-09T21:30:33.278Z
CRH,CRH plc,0.12%,105.84,-0.57,-0.54%,2026-03-09T21:30:33.278Z
COR,Cencora,0.11%,361.81,3.35,0.93%,2026-03-09T21:30:33.278Z
EOG,EOG Resources,0.11%,130.75,-0.66,-0.51%,2026-03-09T21:30:33.278Z
SLB,Schlumberger,0.11%,46.71,-0.19,-0.41%,2026-03-09T21:30:33.278Z
HLT,Hilton Worldwide,0.11%,302.89,4.25,1.42%,2026-03-09T21:30:33.278Z
LHX,L3Harris,0.11%,369.50,2.89,0.79%,2026-03-09T21:30:33.278Z
WBD,Warner Bros. Discovery,0.11%,27.75,-0.20,-0.70%,2026-03-09T21:30:33.278Z
ROST,Ross Stores,0.11%,212.50,0.75,0.35%,2026-03-09T21:30:33.278Z
NSC,Norfolk Southern Railway,0.11%,301.48,-1.36,-0.45%,2026-03-09T21:30:33.278Z
GM,General Motors,0.11%,74.72,-0.49,-0.66%,2026-03-09T21:30:33.278Z
TRV,Travelers Companies (The),0.11%,301.50,-4.81,-1.57%,2026-03-09T21:30:33.278Z
PSX,Phillips 66,0.11%,161.78,-4.19,-2.52%,2026-03-09T21:30:33.278Z
VLO,Valero Energy,0.11%,215.80,-8.83,-3.93%,2026-03-09T21:30:33.278Z
PCAR,Paccar,0.10%,120.66,0.22,0.19%,2026-03-09T21:30:33.278Z
APO,Apollo Global Management,0.10%,109.50,0.80,0.74%,2026-03-09T21:30:33.278Z
MPC,Marathon Petroleum,0.10%,214.71,-6.57,-2.97%,2026-03-09T21:30:33.278Z
DLR,Digital Realty,0.10%,181.48,5.29,3.00%,2026-03-09T21:30:33.278Z
SPG,Simon Property Group,0.10%,191.52,-3.31,-1.70%,2026-03-09T21:30:33.278Z
ELV,Elevance Health,0.10%,280.50,-9.14,-3.16%,2026-03-09T21:30:33.278Z
FTNT,Fortinet,0.10%,83.41,-0.26,-0.31%,2026-03-09T21:30:33.278Z
APD,Air Products,0.10%,274.59,2.41,0.89%,2026-03-09T21:30:33.278Z
SRE,Sempra,0.10%,93.50,0.87,0.94%,2026-03-09T21:30:33.278Z
AZO,AutoZone,0.10%,3669.75,28.46,0.78%,2026-03-09T21:30:33.278Z
TEL,TE Connectivity,0.10%,206.31,0.46,0.22%,2026-03-09T21:30:33.278Z
O,Realty Income,0.10%,64.89,-0.11,-0.18%,2026-03-09T21:30:33.278Z
BKR,Baker Hughes,0.10%,59.78,-0.03,-0.04%,2026-03-09T21:30:33.278Z
TFC,Truist Financial,0.10%,47.10,0.61,1.31%,2026-03-09T21:30:33.278Z
AFL,Aflac,0.09%,110.08,-1.22,-1.09%,2026-03-09T21:30:33.278Z
AJG,Arthur J. Gallagher & Co.,0.09%,217.68,-10.45,-4.58%,2026-03-09T21:30:33.278Z
D,Dominion Energy,0.09%,62.88,-0.37,-0.58%,2026-03-09T21:30:33.278Z
ADSK,Autodesk,0.09%,260.22,-0.77,-0.29%,2026-03-09T21:30:33.278Z
VST,Vistra Corp.,0.09%,161.81,3.16,1.99%,2026-03-09T21:30:33.278Z
TGT,Target Corporation,0.09%,120.08,-0.71,-0.59%,2026-03-09T21:30:33.278Z
OKE,ONEOK,0.09%,85.77,-1.17,-1.34%,2026-03-09T21:30:33.278Z
ALL,Allstate,0.09%,207.83,-4.49,-2.11%,2026-03-09T21:30:33.278Z
FAST,Fastenal,0.09%,46.80,0.34,0.73%,2026-03-09T21:30:33.278Z
PSA,Public Storage,0.09%,305.24,-2.89,-0.94%,2026-03-09T21:30:33.278Z
OXY,Occidental Petroleum,0.09%,54.20,0.02,0.03%,2026-03-09T21:30:33.278Z
COIN,Coinbase Global,0.09%,199.80,2.58,1.31%,2026-03-09T21:30:33.278Z
CTVA,Corteva,0.09%,77.83,0.87,1.13%,2026-03-09T21:30:33.278Z
CAH,Cardinal Health,0.09%,222.40,4.62,2.12%,2026-03-09T21:30:33.278Z
MPWR,Monolithic Power Systems,0.08%,1058.45,35.29,3.45%,2026-03-09T21:30:33.278Z
NXPI,NXP Semiconductors,0.08%,205.21,3.47,1.72%,2026-03-09T21:30:33.278Z
AME,Ametek,0.08%,225.41,3.43,1.54%,2026-03-09T21:30:33.278Z
URI,United Rentals,0.08%,818.46,8.86,1.09%,2026-03-09T21:30:33.278Z
FANG,Diamondback Energy,0.08%,181.90,1.36,0.75%,2026-03-09T21:30:33.278Z
GWW,W. W. Grainger,0.08%,1081.44,-31.35,-2.82%,2026-03-09T21:30:33.278Z
XEL,Xcel Energy,0.08%,82.10,-0.42,-0.51%,2026-03-09T21:30:33.278Z
ZTS,Zoetis,0.08%,120.60,-0.83,-0.68%,2026-03-09T21:30:33.278Z
TRGP,Targa Resources,0.08%,234.63,-2.57,-1.08%,2026-03-09T21:30:33.278Z
EXC,Exelon,0.08%,49.15,-0.21,-0.44%,2026-03-09T21:30:33.278Z
NDAQ,"Nasdaq, Inc.",0.08%,87.79,-0.64,-0.72%,2026-03-09T21:30:33.278Z
EA,Electronic Arts,0.08%,198.70,0.70,0.35%,2026-03-09T21:30:33.278Z
CARR,Carrier Global,0.08%,58.69,0.34,0.58%,2026-03-09T21:30:33.278Z
EW,Edwards Lifesciences,0.08%,84.27,2.63,3.22%,2026-03-09T21:30:33.278Z
KEYS,Keysight Technologies,0.08%,282.87,10.44,3.83%,2026-03-09T21:30:33.278Z
IDXX,Idexx Laboratories,0.08%,609.79,1.38,0.23%,2026-03-09T21:30:33.278Z
F,Ford Motor Company,0.08%,12.16,0.01,0.12%,2026-03-09T21:30:33.278Z
FIX,"Comfort Systems USA, Inc.",0.08%,1356.00,76.94,6.02%,2026-03-09T21:30:33.278Z
ETR,Entergy,0.08%,104.66,-0.04,-0.04%,2026-03-09T21:30:33.278Z
BDX,Becton Dickinson,0.08%,165.50,-1.63,-0.97%,2026-03-09T21:30:33.278Z
CVNA,Carvana Co.,0.08%,327.69,9.99,3.14%,2026-03-09T21:30:33.278Z
KR,Kroger,0.08%,73.80,-0.31,-0.42%,2026-03-09T21:30:33.278Z
GRMN,Garmin,0.08%,241.55,-1.93,-0.79%,2026-03-09T21:30:33.278Z
MET,MetLife,0.08%,71.14,-0.69,-0.96%,2026-03-09T21:30:33.278Z
CMG,Chipotle Mexican Grill,0.07%,35.22,-0.15,-0.44%,2026-03-09T21:30:33.278Z
TER,Teradyne,0.07%,292.50,19.45,7.13%,2026-03-09T21:30:33.278Z
HSY,Hershey Company (The),0.07%,224.50,-0.49,-0.22%,2026-03-09T21:30:33.278Z
DDOG,Datadog,0.07%,128.38,2.63,2.09%,2026-03-09T21:30:33.278Z
CIEN,Ciena Corporation,0.07%,319.94,25.76,8.76%,2026-03-09T21:30:33.278Z
AXON,Axon Enterprise,0.07%,556.33,-17.68,-3.08%,2026-03-09T21:30:33.278Z
YUM,Yum! Brands,0.07%,159.86,-0.14,-0.09%,2026-03-09T21:30:33.278Z
ROK,Rockwell Automation,0.07%,384.51,14.68,3.97%,2026-03-09T21:30:33.278Z
DHI,D. R. Horton,0.07%,147.14,-0.12,-0.08%,2026-03-09T21:30:33.278Z
PYPL,PayPal,0.07%,46.06,-0.91,-1.94%,2026-03-09T21:30:33.278Z
FITB,Fifth Third Bancorp,0.07%,46.94,-0.36,-0.76%,2026-03-09T21:30:33.278Z
AMP,Ameriprise Financial,0.07%,460.65,-4.24,-0.91%,2026-03-09T21:30:33.278Z
PEG,Public Service Enterprise Group,0.07%,83.61,0.26,0.31%,2026-03-09T21:30:33.278Z
AIG,American International Group,0.07%,77.63,-1.09,-1.39%,2026-03-09T21:30:33.278Z
MSCI,MSCI,0.07%,565.00,-4.24,-0.75%,2026-03-09T21:30:33.278Z
EBAY,eBay,0.07%,92.60,-0.11,-0.12%,2026-03-09T21:30:33.278Z
WAB,Wabtec,0.07%,240.81,-3.88,-1.58%,2026-03-09T21:30:33.278Z
ODFL,Old Dominion,0.07%,197.00,3.03,1.56%,2026-03-09T21:30:33.278Z
VTR,Ventas,0.07%,86.22,1.34,1.58%,2026-03-09T21:30:33.278Z
ED,Consolidated Edison,0.07%,112.00,-0.28,-0.25%,2026-03-09T21:30:33.278Z
CBRE,CBRE Group,0.07%,136.91,0.07,0.05%,2026-03-09T21:30:33.278Z
SYY,Sysco,0.07%,83.83,-1.40,-1.64%,2026-03-09T21:30:33.278Z
TTWO,Take-Two Interactive,0.06%,215.05,3.55,1.68%,2026-03-09T21:30:33.278Z
PCG,PG&E Corporation,0.06%,18.10,-0.08,-0.44%,2026-03-09T21:30:33.278Z
DAL,Delta Air Lines,0.06%,60.49,1.48,2.51%,2026-03-09T21:30:33.278Z
XYZ,"Block, Inc.",0.06%,65.56,-0.77,-1.16%,2026-03-09T21:30:33.278Z
WDAY,"Workday, Inc.",0.06%,148.18,-2.86,-1.89%,2026-03-09T21:30:33.278Z
CCI,Crown Castle,0.06%,89.00,-1.43,-1.58%,2026-03-09T21:30:33.278Z
LYV,Live Nation Entertainment,0.06%,164.67,8.54,5.47%,2026-03-09T21:30:33.278Z
EQT,EQT Corporation,0.06%,61.85,-0.11,-0.18%,2026-03-09T21:30:33.278Z
KDP,Keurig Dr Pepper,0.06%,28.09,-0.16,-0.58%,2026-03-09T21:30:33.278Z
HIG,Hartford (The),0.06%,137.84,-1.41,-1.02%,2026-03-09T21:30:33.278Z
NUE,Nucor,0.06%,166.38,-2.37,-1.40%,2026-03-09T21:30:33.278Z
WEC,WEC Energy Group,0.06%,115.55,-0.22,-0.19%,2026-03-09T21:30:33.278Z
ROP,Roper Technologies,0.06%,362.34,-5.16,-1.40%,2026-03-09T21:30:33.278Z
MLM,Martin Marietta Materials,0.06%,612.52,2.53,0.41%,2026-03-09T21:30:33.278Z
TPL,Texas Pacific Land Corporation,0.06%,535.50,10.47,1.99%,2026-03-09T21:30:33.278Z
RMD,ResMed,0.06%,252.94,0.07,0.03%,2026-03-09T21:30:33.278Z
CCL,Carnival,0.06%,26.34,0.55,2.15%,2026-03-09T21:30:33.278Z
LVS,Las Vegas Sands,0.06%,53.88,0.27,0.51%,2026-03-09T21:30:33.278Z
CPRT,Copart,0.06%,37.56,-0.18,-0.46%,2026-03-09T21:30:33.278Z
VMC,Vulcan Materials Company,0.06%,273.38,-1.61,-0.59%,2026-03-09T21:30:33.278Z
PAYX,Paychex,0.06%,98.17,-2.68,-2.65%,2026-03-09T21:30:33.278Z
MCHP,Microchip Technology,0.06%,64.72,-0.05,-0.07%,2026-03-09T21:30:33.278Z
KVUE,Kenvue,0.06%,18.19,-0.20,-1.09%,2026-03-09T21:30:33.278Z
FICO,Fair Isaac,0.06%,1447.19,-28.81,-1.95%,2026-03-09T21:30:33.278Z
KMB,Kimberly-Clark,0.06%,103.25,-1.33,-1.28%,2026-03-09T21:30:33.278Z
OTIS,Otis Worldwide,0.06%,87.83,-1.39,-1.56%,2026-03-09T21:30:33.278Z
GEHC,GE HealthCare,0.06%,74.65,0.38,0.51%,2026-03-09T21:30:33.278Z
STT,State Street Corporation,0.06%,121.91,0.87,0.72%,2026-03-09T21:30:33.278Z
IR,Ingersoll Rand,0.06%,86.67,0.24,0.28%,2026-03-09T21:30:33.278Z
ACGL,Arch Capital Group,0.05%,94.96,-2.25,-2.31%,2026-03-09T21:30:33.278Z
PRU,Prudential Financial,0.05%,96.90,-0.22,-0.23%,2026-03-09T21:30:33.278Z
EL,Estée Lauder Companies (The),0.05%,92.56,-0.16,-0.18%,2026-03-09T21:30:33.278Z
NRG,NRG Energy,0.05%,153.97,-0.34,-0.22%,2026-03-09T21:30:33.278Z
A,Agilent Technologies,0.05%,116.64,1.57,1.36%,2026-03-09T21:30:33.278Z
HBAN,Huntington Bancshares,0.05%,16.20,-0.11,-0.68%,2026-03-09T21:30:33.278Z
FISV,"Fiserv, Inc.",0.05%,61.30,-1.80,-2.84%,2026-03-09T21:30:33.278Z
ADM,Archer Daniels Midland,0.05%,67.36,-0.08,-0.12%,2026-03-09T21:30:33.278Z
