Date,Index price,ETF price,indicator,signal,raw weight,vol scale,final weight,position,delta position,NAV,drawdown
2026-05-13,10325.40,1014.20,-0.94,3,0.02,1.00,0.02,0.02,0.00,11.92,-0.2%
2026-05-14,10372.90,1020.40,-0.55,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.2%
2026-05-15,10195.40,1003.40,-0.83,3,0.02,1.00,0.02,0.02,0.00,11.92,-0.2%
2026-05-18,10323.80,1015.60,-0.48,3,0.02,1.00,0.02,0.02,0.00,11.92,-0.2%
2026-05-19,10330.60,1016.00,-0.34,3,0.02,1.00,0.02,0.02,0.00,11.92,-0.2%
2026-05-20,10432.30,1026.40,0.04,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.1%
2026-05-21,10443.50,1028.40,0.26,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.1%
2026-05-22,10466.30,1030.80,0.50,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.1%
2026-05-26,10491.40,1033.20,0.64,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.1%
2026-05-27,10505.00,1034.00,0.76,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.1%
2026-05-28,10426.00,1027.80,0.50,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.1%
2026-05-29,10409.30,1025.40,0.40,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.1%
2026-06-01,10339.00,1017.60,0.08,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.2%
2026-06-02,10373.50,1021.80,0.11,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.2%
2026-06-03,10332.30,1018.40,-0.07,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.2%
2026-06-04,10360.32,1021.00,0.19,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.2%
2026-06-05,10368.05,1019.80,0.13,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.2%
2026-06-08,10373.20,1020.20,0.05,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.2%
2026-06-09,10227.33,1005.80,-0.11,3,0.02,1.00,0.02,0.02,0.00,11.92,-0.2%
2026-06-10,10254.81,1008.80,-0.02,3,0.02,1.00,0.02,0.02,0.00,11.92,-0.2%
2026-06-11,10303.88,1014.80,-0.02,3,0.02,1.00,0.02,0.02,0.00,11.92,-0.2%
2026-06-12,10471.72,1030.00,0.45,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.1%
2026-06-15,10430.62,1026.60,0.57,3,0.02,0.96,0.02,0.02,0.00,11.93,-0.1%
2026-06-16,10494.21,1033.40,0.81,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.1%
2026-06-17,10508.61,1034.00,0.82,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.1%
2026-06-18,10399.70,1011.20,0.67,3,0.02,0.75,0.01,0.02,0.00,11.92,-0.2%
2026-06-19,10363.27,1008.00,0.34,3,0.02,0.96,0.02,0.02,0.00,11.92,-0.2%
2026-06-22,10437.85,1014.80,0.45,3,0.02,0.86,0.02,0.02,0.00,11.92,-0.2%
2026-06-23,10428.85,1014.40,0.26,3,0.02,0.93,0.02,0.02,0.00,11.92,-0.2%
2026-06-24,10461.63,1016.80,0.36,3,0.02,0.91,0.02,0.02,0.00,11.93,-0.2%
2026-06-25,10529.89,1025.20,0.47,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.1%
2026-06-26,10508.02,1022.40,0.44,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.1%
2026-06-29,10484.22,1020.20,0.31,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.2%
2026-06-30,10497.12,1021.60,0.24,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.1%
2026-07-01,10478.34,1019.40,0.26,3,0.02,1.00,0.02,0.02,0.00,11.93,-0.2%
2026-07-02,10652.87,1037.60,0.52,3,0.02,0.93,0.02,0.02,0.00,11.93,-0.1%
2026-07-03,10679.03,1039.40,0.71,3,0.02,0.98,0.02,0.02,0.00,11.93,-0.1%
2026-07-06,10651.77,1036.60,0.60,3,0.02,0.97,0.02,0.02,0.00,11.93,-0.1%
