Date,Index price,ETF price,indicator,signal,raw weight,vol scale,final weight,position,delta position,NAV,drawdown
2026-02-23,8497.18,7319.00,0.89,3,0.18,0.64,0.11,0.12,0.00,2.62,0.0%
2026-02-24,8519.22,7313.00,0.98,3,0.18,0.72,0.13,0.12,0.00,2.62,-0.0%
2026-02-25,8559.06,7344.00,1.14,1,0.00,1.00,0.00,0.00,-0.12,2.62,0.0%
2026-02-26,8620.94,7418.00,1.24,1,0.00,1.00,0.00,0.00,0.00,2.62,0.0%
2026-02-27,8580.76,7433.00,1.06,1,0.00,1.00,0.00,0.00,0.00,2.62,0.0%
2026-03-02,8394.33,7219.50,0.52,1,0.00,0.32,0.00,0.00,0.00,2.62,0.0%
2026-03-03,8103.84,6945.00,-0.16,1,0.00,0.37,0.00,0.00,0.00,2.62,0.0%
2026-03-04,8167.73,7004.50,-0.15,1,0.00,0.33,0.00,0.00,0.00,2.62,0.0%
2026-03-05,8045.80,6873.50,-0.54,1,0.00,0.33,0.00,0.00,0.00,2.62,0.0%
2026-03-06,7993.49,6803.50,-0.98,1,0.00,0.55,0.00,0.00,0.00,2.62,0.0%
2026-03-09,7915.36,6746.00,-1.47,5,1.00,1.00,1.00,1.00,1.00,2.62,0.0%
2026-03-10,8057.36,6872.00,-1.24,5,1.00,0.47,0.47,0.47,-0.53,2.67,0.0%
2026-03-11,8041.81,6822.00,-1.42,5,1.00,0.51,0.51,0.47,0.00,2.66,-0.3%
2026-03-12,7984.44,6792.50,-1.50,5,1.00,0.57,0.57,0.47,0.00,2.66,-0.5%
2026-03-13,7911.53,6741.00,-1.66,5,1.00,1.00,1.00,1.00,0.53,2.65,-0.9%
2026-03-16,7935.97,6753.00,-1.52,5,1.00,1.00,1.00,1.00,0.00,2.65,-0.7%
2026-03-17,7974.49,6785.50,-1.20,5,1.00,1.00,1.00,1.00,0.00,2.67,-0.2%
2026-03-18,7969.88,6793.00,-1.21,5,1.00,1.00,1.00,1.00,0.00,2.67,-0.1%
2026-03-19,7807.87,6646.50,-1.58,5,1.00,0.59,0.59,0.59,-0.41,2.61,-2.3%
2026-03-20,7665.62,6555.00,-1.94,5,1.00,0.77,0.77,0.59,0.00,2.59,-3.1%
2026-03-23,7726.20,6593.50,-1.81,5,1.00,0.65,0.65,0.59,0.00,2.60,-2.7%
2026-03-24,7743.92,6616.00,-1.61,5,1.00,0.86,0.86,0.59,0.00,2.61,-2.6%
2026-03-25,7846.55,6684.50,-1.09,5,1.00,1.00,1.00,1.00,0.41,2.62,-2.0%
2026-03-26,7769.31,6634.50,-1.12,5,1.00,1.00,1.00,1.00,0.00,2.60,-2.7%
2026-03-27,7701.95,6595.50,-1.31,5,1.00,0.94,0.94,1.00,0.00,2.59,-3.3%
2026-03-30,7772.45,6652.00,-1.06,5,1.00,1.00,1.00,1.00,0.00,2.61,-2.4%
2026-03-31,7816.94,6727.00,-0.64,5,1.00,1.00,1.00,1.00,0.00,2.64,-1.3%
2026-04-01,7981.27,6863.50,-0.12,5,1.00,1.00,1.00,1.00,0.00,2.69,0.0%
2026-04-02,7962.39,6855.50,0.06,5,1.00,0.92,0.92,1.00,0.00,2.69,-0.1%
2026-04-07,7908.74,6826.50,-0.10,5,1.00,0.74,0.74,1.00,0.00,2.68,-0.5%
2026-04-08,8263.87,7095.50,0.30,3,0.18,0.45,0.08,0.08,-0.92,2.78,0.0%
2026-04-09,8245.80,7073.00,0.18,3,0.18,0.45,0.08,0.08,0.00,2.78,-0.0%
2026-04-10,8259.60,7112.00,0.33,3,0.18,0.50,0.09,0.08,0.00,2.78,0.0%
2026-04-13,8235.98,7078.00,0.16,3,0.18,1.00,0.18,0.08,0.00,2.78,-0.0%
2026-04-14,8327.86,7156.00,0.57,3,0.18,1.00,0.18,0.08,0.00,2.78,0.0%
2026-04-15,8274.57,7116.00,0.61,3,0.18,1.00,0.18,0.08,0.00,2.78,-0.0%
2026-04-16,8262.70,7112.00,0.61,3,0.18,1.00,0.18,0.08,0.00,2.78,-0.1%
2026-04-17,8425.13,7248.00,0.86,3,0.18,0.86,0.16,0.08,0.00,2.79,0.0%
2026-04-20,8331.05,7170.00,0.54,3,0.18,0.75,0.13,0.08,0.00,2.78,-0.1%
2026-04-21,8235.72,7098.50,0.17,3,0.18,0.68,0.12,0.08,0.00,2.78,-0.2%
2026-04-22,8156.43,6997.00,-0.26,5,1.00,1.00,1.00,1.00,0.92,2.78,-0.3%
2026-04-23,8227.32,7057.00,-0.22,5,1.00,0.94,0.94,1.00,0.00,2.80,0.0%
2026-04-24,8157.82,6996.00,-0.42,5,1.00,0.97,0.97,1.00,0.00,2.78,-0.9%
2026-04-27,8141.92,6967.50,-0.69,5,1.00,1.00,1.00,1.00,0.00,2.77,-1.3%
2026-04-28,8104.09,6984.00,-0.73,5,1.00,1.00,1.00,1.00,0.00,2.77,-1.0%
2026-04-29,8072.13,6940.00,-1.03,5,1.00,1.00,1.00,1.00,0.00,2.76,-1.7%
2026-04-30,8114.84,6962.00,-0.79,5,1.00,1.00,1.00,1.00,0.00,2.77,-1.3%
2026-05-01,8114.84,7000.00,-0.79,5,1.00,1.00,1.00,1.00,0.00,2.78,-0.8%
2026-05-05,8062.31,6942.50,-0.58,5,1.00,1.00,1.00,1.00,0.00,2.76,-1.6%
2026-05-06,8299.42,7173.50,-0.09,5,1.00,0.55,0.55,0.55,-0.45,2.85,0.0%
2026-05-07,8202.08,7080.00,-0.04,3,0.18,0.48,0.09,0.09,-0.47,2.83,-0.7%
2026-05-08,8112.57,6988.50,-0.41,3,0.18,0.47,0.08,0.09,0.00,2.83,-0.8%
2026-05-11,8056.38,6963.00,-0.55,3,0.18,1.00,0.18,0.09,0.00,2.82,-0.9%
2026-05-12,7979.92,6939.50,-0.77,3,0.18,1.00,0.18,0.09,0.00,2.82,-0.9%
2026-05-13,8007.97,6942.50,-0.75,3,0.18,1.00,0.18,0.09,0.00,2.82,-0.9%
2026-05-14,8082.27,7002.00,-0.36,3,0.18,1.00,0.18,0.09,0.00,2.83,-0.8%
2026-05-15,7952.55,6946.50,-0.59,3,0.18,1.00,0.18,0.09,0.00,2.82,-0.9%
2026-05-18,7987.49,6962.50,-0.30,3,0.18,1.00,0.18,0.09,0.00,2.82,-0.9%
2026-05-19,7981.76,6947.50,-0.17,3,0.18,1.00,0.18,0.09,0.00,2.82,-0.9%
2026-05-20,8117.42,7047.50,0.23,3,0.18,1.00,0.18,0.09,0.00,2.83,-0.8%
2026-05-21,8086.00,7029.00,0.12,5,1.00,1.00,1.00,1.00,0.91,2.83,-0.8%
2026-05-22,8115.75,7047.50,0.21,5,1.00,1.00,1.00,1.00,0.00,2.83,-0.5%
2026-05-26,8173.11,7107.50,0.38,5,1.00,1.00,1.00,1.00,0.00,2.86,0.0%
2026-05-27,8207.89,7165.50,0.59,5,1.00,1.00,1.00,1.00,0.00,2.88,0.0%
2026-05-28,8188.87,7144.00,0.36,5,1.00,1.00,1.00,1.00,0.00,2.87,-0.3%
2026-05-29,8183.34,7147.50,0.40,5,1.00,1.00,1.00,1.00,0.00,2.87,-0.3%
2026-06-01,8146.59,7060.50,0.12,5,1.00,1.00,1.00,1.00,0.00,2.84,-1.5%
2026-06-02,8209.09,7137.50,-0.03,5,1.00,0.69,0.69,1.00,0.00,2.87,-0.4%
2026-06-03,8150.42,7105.50,-0.24,5,1.00,0.70,0.70,1.00,0.00,2.86,-0.8%
2026-06-04,8244.29,7165.00,-0.04,5,1.00,0.97,0.97,1.00,0.00,2.88,-0.0%
2026-06-05,8218.24,7150.00,0.04,5,1.00,1.00,1.00,1.00,0.00,2.88,-0.2%
2026-06-08,8199.29,7154.50,-0.17,5,1.00,1.00,1.00,1.00,0.00,2.88,-0.2%
2026-06-09,8203.43,7123.50,-0.15,5,1.00,1.00,1.00,1.00,0.00,2.87,-0.6%
2026-06-10,8161.83,7110.50,-0.23,5,1.00,1.00,1.00,1.00,0.00,2.86,-0.8%
2026-06-11,8200.80,7143.00,-0.14,5,1.00,1.00,1.00,1.00,0.00,2.87,-0.3%
2026-06-12,8350.87,7257.00,0.27,5,1.00,0.87,0.87,1.00,0.00,2.92,0.0%
2026-06-15,8384.01,7311.00,0.46,5,1.00,1.00,1.00,1.00,0.00,2.94,0.0%
